Id,Name and Surname,Beginning year,Played until,Birthday,html
4177,Jerry Sloan*,1966,1976,"March 28, 1942",/players/s/sloanje01.html
4178,Uroš Slokar,2007,2007,"May 14, 1983",/players/s/slokaur01.html
4179,Tom Sluby,1985,1985,"February 18, 1962",/players/s/slubyto01.html
4180,Alen Smailagić,2020,2021,"August 18, 2000",/players/s/smailal01.html
4181,Javonte Smart,2022,2022,"June 3, 1999",/players/s/smartja01.html
4182,Keith Smart,1989,1989,"September 21, 1964",/players/s/smartke01.html
4183,Marcus Smart,2015,2023,"March 6, 1994",/players/s/smartma01.html
4184,Belus Smawley,1947,1952,"March 20, 1918",/players/s/smawlbe01.html
4185,Jack Smiley,1949,1950,"December 22, 1922",/players/s/smileja01.html
4186,Adrian Smith,1962,1972,"October 5, 1936",/players/s/smithad01.html
4187,Al Smith,1972,1976,"January 15, 1947",/players/s/smithal01.html
4188,Bill Smith,1962,1962,"April 26, 1939",/players/s/smithbi01.html
4189,Bingo Smith,1970,1980,"February 26, 1946",/players/s/smithbi02.html
4190,Bobby Smith,1960,1962,"August 20, 1937",/players/s/smithbo01.html
4191,Charles Smith,1989,1997,"July 16, 1965",/players/s/smithch01.html
4192,Charles Smith,1990,1996,"November 29, 1967",/players/s/smithch02.html
4193,Charles Smith,1998,2006,"August 22, 1975",/players/s/smithch04.html
4194,Chris Smith,1993,1995,"May 17, 1970",/players/s/smithch03.html
4195,Chris Smith,2014,2014,"October 13, 1987",/players/s/smithch05.html
4196,Clinton Smith,1987,1991,"January 19, 1964",/players/s/smithcl01.html
4197,Craig Smith,2007,2012,"November 10, 1983",/players/s/smithcr01.html
4198,Deb Smith,1947,1947,"January 7, 1920",/players/s/smithde01.html
4199,Dennis Smith Jr.,2018,2023,"November 25, 1997",/players/s/smithde03.html
4200,Derek Smith,1983,1991,"November 1, 1961",/players/s/smithde02.html
4201,Don Smith,1949,1949,"July 27, 1920",/players/s/smithdo01.html
4202,Don Smith,1975,1975,"October 10, 1951",/players/s/smithdo02.html
4203,Donta Smith,2005,2006,"November 27, 1983",/players/s/smithdo04.html
4204,Doug Smith,1992,1996,"September 17, 1969",/players/s/smithdo03.html
4205,Dru Smith,2023,2023,"December 30, 1997",/players/s/smithdr01.html
4206,Ed Smith,1954,1954,"July 5, 1929",/players/s/smithed01.html
4207,Elmore Smith,1972,1979,"May 9, 1949",/players/s/smithel01.html
4208,Garfield Smith,1971,1973,"November 18, 1945",/players/s/smithga01.html
4209,Greg Smith,1969,1976,"January 28, 1947",/players/s/smithgr01.html
4210,Greg Smith,2012,2016,"January 8, 1991",/players/s/smithgr02.html
4211,Ish Smith,2011,2023,"July 5, 1988",/players/s/smithis01.html
4212,J.R. Smith,2005,2020,"September 9, 1985",/players/s/smithjr01.html
4213,Jabari Smith,2001,2005,"February 12, 1977",/players/s/smithja01.html
4214,Jabari Smith Jr.,2023,2023,"May 13, 2003",/players/s/smithja05.html
4215,Jalen Smith,2021,2023,"March 16, 2000",/players/s/smithja04.html
4216,Jason Smith,2008,2019,"March 2, 1986",/players/s/smithja02.html
4217,Jerry Smith,2012,2012,"September 26, 1987",/players/s/smithje01.html
4218,Jim Smith,1982,1983,"April 12, 1958",/players/s/smithji01.html
4219,Joe Smith,1996,2011,"July 26, 1975",/players/s/smithjo02.html
4220,John Smith,1969,1970,"May 24, 1944",/players/s/smithjo01.html
4221,Josh Smith,2005,2018,"December 5, 1985",/players/s/smithjo03.html
4222,Keith Smith,1987,1987,"March 9, 1964",/players/s/smithke03.html
4223,Ken Smith,1976,1976,"July 12, 1953",/players/s/smithke02.html
4224,Kenny Smith,1988,1997,"March 8, 1965",/players/s/smithke01.html
4225,LaBradford Smith,1992,1994,"April 3, 1969",/players/s/smithla02.html
4226,Larry Smith,1981,1993,"January 18, 1958",/players/s/smithla01.html
4227,Leon Smith,2002,2004,"November 2, 1980",/players/s/smithle01.html
4228,Michael Smith,1990,1995,"May 19, 1965",/players/s/smithmi01.html
4229,Michael Smith,1995,2001,"March 28, 1972",/players/s/smithmi02.html
4230,Mike Smith,2001,2001,"April 15, 1976",/players/s/smithmi03.html
4231,Nolan Smith,2012,2013,"July 25, 1988",/players/s/smithno01.html
4232,Otis Smith,1987,1992,"January 30, 1964",/players/s/smithot01.html
4233,Pete Smith,1973,1973,,/players/s/smithpe01.html
4234,Phil Smith,1975,1983,"April 22, 1952",/players/s/smithph01.html
4235,Randy Smith,1972,1983,"December 12, 1948",/players/s/smithra01.html
4236,Reggie Smith,1993,1994,"August 21, 1970",/players/s/smithre01.html
4237,Robert Smith,1978,1985,"March 10, 1955",/players/s/smithro01.html
4238,Russ Smith,2015,2016,"April 19, 1991",/players/s/smithru01.html
4239,Sam Smith,1968,1971,"January 27, 1944",/players/s/smithsa01.html
4240,Sam Smith,1979,1980,"January 8, 1955",/players/s/smithsa02.html
4241,Steve Smith,1992,2005,"March 31, 1969",/players/s/smithst01.html
4242,Steven Smith,2007,2007,"April 12, 1983",/players/s/smithst03.html
4243,Stevin Smith,1997,1997,"January 24, 1972",/players/s/smithst02.html
4244,Theron Smith,2004,2005,"October 3, 1980",/players/s/smithth01.html
4245,Tony Smith,1991,2001,"June 14, 1968",/players/s/smithto02.html
4246,William Smith,1972,1973,"February 14, 1949",/players/s/smithwi01.html
4247,Willie Smith,1977,1980,"October 26, 1953",/players/s/smithwi02.html
4248,Zhaire Smith,2019,2020,"June 4, 1999",/players/s/smithzh01.html
4249,Rik Smits,1989,2000,"August 23, 1966",/players/s/smitsri01.html
4250,Mike Smrek,1986,1992,"August 31, 1962",/players/s/smrekmi01.html
4251,Joe Smyth,1954,1954,"May 22, 1929",/players/s/smythjo01.html
4252,Xavier Sneed,2022,2023,"December 21, 1997",/players/s/sneedxa01.html
4253,Tony Snell,2014,2022,"November 10, 1991",/players/s/snellto01.html
4254,Eric Snow,1996,2008,"April 24, 1973",/players/s/snower01.html
4255,Dick Snyder,1967,1979,"February 1, 1944",/players/s/snydedi01.html
4256,Kirk Snyder,2005,2008,"June 5, 1983",/players/s/snydeki01.html
4257,Chips Sobek,1950,1950,"February 10, 1920",/players/s/sobekch01.html
4258,Ricky Sobers,1976,1986,"January 15, 1953",/players/s/soberri01.html
4259,Ron Sobie,1957,1960,"September 21, 1934",/players/s/sobiero01.html
4260,Jeremy Sochan,2023,2023,"May 20, 2003",/players/s/sochaje01.html
4261,Mike Sojourner,1975,1977,"October 16, 1953",/players/s/sojoumi01.html
4262,Willie Sojourner,1972,1975,"September 10, 1948",/players/s/sojouwi01.html
4263,Will Solomon,2002,2009,"July 20, 1978",/players/s/solomwi01.html
4264,Willie Somerset,1966,1969,"March 17, 1942",/players/s/somerwi01.html
4265,Darius Songaila,2004,2011,"February 14, 1978",/players/s/songada01.html
4266,Dave Sorenson,1971,1973,"July 8, 1948",/players/s/sorenda01.html
4267,James Southerland,2014,2014,"April 28, 1990",/players/s/southja01.html
4268,Gino Sovran,1947,1947,"December 17, 1924",/players/s/sovragi01.html
4269,Pape Sow,2005,2007,"November 22, 1981",/players/s/sowpa01.html
4270,Ken Spain,1971,1971,"October 6, 1946",/players/s/spainke01.html
4271,Ray Spalding,2019,2021,"March 11, 1997",/players/s/spaldra01.html
4272,Jim Spanarkel,1980,1984,"June 28, 1957",/players/s/spanaji01.html
4273,Vassilis Spanoulis,2007,2007,"August 7, 1982",/players/s/spanova01.html
4274,Dan Sparks,1969,1970,"April 17, 1945",/players/s/sparkda01.html
4275,Guy Sparrow,1958,1960,"November 2, 1932",/players/s/sparrgu01.html
4276,Rory Sparrow,1981,1992,"June 12, 1958",/players/s/sparrro01.html
4277,Odie Spears,1949,1957,"June 17, 1924",/players/s/spearod01.html
4278,Art Spector,1947,1950,"October 17, 1920",/players/s/spectar01.html
4279,Marreese Speights,2009,2018,"August 4, 1987",/players/s/speigma01.html
4280,Omari Spellman,2019,2020,"July 21, 1997",/players/s/spellom01.html
4281,Andre Spencer,1993,1994,"July 20, 1964",/players/s/spencan01.html
4282,Elmore Spencer,1993,1997,"December 6, 1969",/players/s/spencel01.html
4283,Felton Spencer,1991,2002,"January 15, 1968",/players/s/spencfe01.html
4284,Lou Spicer,1947,1947,"November 12, 1922",/players/s/spicelo01.html
4285,Craig Spitzer,1968,1968,"December 18, 1945",/players/s/spitzcr01.html
4286,Tiago Splitter,2011,2017,"January 1, 1985",/players/s/splitti01.html
4287,Art Spoelstra,1955,1958,"September 11, 1932",/players/s/spoelar01.html
4288,Bruce Spraggins,1968,1968,"August 31, 1939",/players/s/spragbr01.html
4289,Latrell Sprewell,1993,2005,"September 8, 1970",/players/s/sprewla01.html
4290,Larry Spriggs,1982,1986,"September 8, 1959",/players/s/sprigla01.html
4291,Jaden Springer,2022,2023,"September 25, 2002",/players/s/sprinja01.html
4292,Jim Springer,1949,1949,"June 17, 1926",/players/s/sprinji01.html
4293,Jim Spruill,1949,1949,"February 26, 1923",/players/s/spruiji01.html
4294,Ryan Stack,1999,2000,"July 24, 1975",/players/s/stackry01.html
4295,Jerry Stackhouse,1996,2013,"November 5, 1974",/players/s/stackje01.html
4296,Kevin Stacom,1975,1982,"September 4, 1951",/players/s/stacoke01.html
4297,Erv Staggs,1970,1970,"September 1, 1948",/players/s/stagger01.html
4298,Bud Stallworth,1973,1977,"January 18, 1950",/players/s/stallbu01.html
4299,Dave Stallworth,1966,1975,"December 20, 1941",/players/s/stallda01.html
4300,Ed Stanczak,1950,1951,"August 15, 1921",/players/s/stanced01.html
4301,Cassius Stanley,2021,2022,"August 18, 1999",/players/s/stanlca01.html
4302,Terence Stansbury,1985,1987,"February 27, 1961",/players/s/stanste01.html
4303,John Starks,1989,2002,"August 10, 1965",/players/s/starkjo01.html
4304,Keith Starr,1977,1977,"March 14, 1954",/players/s/starrke01.html
4305,Nik Stauskas,2015,2022,"October 7, 1993",/players/s/stausni01.html
4306,Larry Staverman,1959,1964,"October 11, 1936",/players/s/stavela01.html
4307,Larry Steele,1972,1980,"May 5, 1949",/players/s/steella01.html
4308,Matt Steigenga,1997,1997,"March 27, 1970",/players/s/steigma01.html
4309,Vladimir Stepania,1999,2004,"May 8, 1976",/players/s/stepavl01.html
4310,D.J. Stephens,2014,2019,"December 19, 1990",/players/s/stephdj01.html
4311,Everette Stephens,1989,1991,"October 21, 1966",/players/s/stephev01.html
4312,Jack Stephens,1956,1956,"May 18, 1933",/players/s/stephja01.html
4313,Joe Stephens,1997,2000,"January 28, 1973",/players/s/stephjo01.html
4314,Lance Stephenson,2011,2022,"September 5, 1990",/players/s/stephla01.html
4315,Alex Stepheson,2016,2016,"August 7, 1987",/players/s/stephal01.html
4316,Brook Steppe,1983,1989,"November 7, 1959",/players/s/steppbr01.html
4317,Barry Stevens,1993,1993,"January 17, 1963",/players/s/steveba01.html
4318,Lamar Stevens,2021,2023,"July 9, 1997",/players/s/stevela01.html
4319,Wayne Stevens,1960,1960,"June 19, 1936",/players/s/stevewa01.html
4320,DeShawn Stevenson,2001,2013,"April 3, 1981",/players/s/stevede01.html
4321,Dennis Stewart,1971,1971,"April 11, 1947",/players/s/stewade01.html
4322,Isaiah Stewart,2021,2023,"May 22, 2001",/players/s/stewais01.html
4323,Kebu Stewart,1998,1998,"December 19, 1973",/players/s/stewake01.html
4324,Larry Stewart,1992,1997,"September 21, 1968",/players/s/stewala01.html
4325,Michael Stewart,1998,2005,"April 25, 1975",/players/s/stewami01.html
4326,Norm Stewart,1957,1957,"January 20, 1935",/players/s/stewano01.html
4327,Greg Stiemsma,2012,2015,"September 26, 1985",/players/s/stiemgr01.html
4328,Steve Stipanovich,1984,1988,"November 17, 1960",/players/s/stipast01.html
4329,Bryant Stith,1993,2002,"December 10, 1970",/players/s/stithbr01.html
4330,Sam Stith,1962,1962,"July 22, 1937",/players/s/stithsa01.html
4331,Tom Stith,1963,1963,"January 21, 1939",/players/s/stithto01.html
4332,Alex Stivrins,1986,1993,"November 29, 1962",/players/s/stivral01.html
4333,David Stockton,2015,2018,"June 24, 1991",/players/s/stockda01.html
4334,John Stockton*,1985,2003,"March 26, 1962",/players/s/stockjo01.html
4335,Peja Stojaković,1999,2011,"June 9, 1977",/players/s/stojape01.html
4336,Ed Stokes,1998,1998,"September 3, 1971",/players/s/stokeed01.html
4337,Greg Stokes,1986,1990,"August 5, 1963",/players/s/stokegr01.html
4338,Jarnell Stokes,2015,2017,"January 7, 1994",/players/s/stokeja01.html
4339,Maurice Stokes*,1956,1958,"June 17, 1933",/players/s/stokema01.html
4340,Art Stolkey,1947,1947,"October 23, 1920",/players/s/stolkar01.html
4341,Randy Stoll,1968,1968,,/players/s/stollra01.html
4342,Diamond Stone,2017,2017,"February 10, 1997",/players/s/stonedi01.html
4343,George Stone,1969,1972,"February 9, 1946",/players/s/stonege01.html
4344,Julyan Stone,2012,2018,"December 7, 1988",/players/s/stoneju01.html
4345,Awvee Storey,2005,2008,"April 18, 1977",/players/s/storeaw01.html
4346,Damon Stoudamire,1996,2008,"September 3, 1973",/players/s/stoudda01.html
4347,Salim Stoudamire,2006,2008,"October 11, 1982",/players/s/stoudsa01.html
4348,Amar'e Stoudemire,2003,2016,"November 16, 1982",/players/s/stoudam01.html
4349,Paul Stovall,1973,1974,"August 16, 1948",/players/s/stovapa01.html
4350,D.J. Strawberry,2008,2008,"June 15, 1985",/players/s/strawdj01.html
4351,Joe Strawder,1966,1968,"September 21, 1940",/players/s/strawjo01.html
4352,Bill Stricker,1971,1971,"January 22, 1948",/players/s/stricbi01.html
4353,Erick Strickland,1997,2005,"November 25, 1973",/players/s/stricer01.html
4354,Mark Strickland,1995,2003,"July 14, 1970",/players/s/stricma01.html
4355,Rod Strickland,1989,2005,"July 11, 1966",/players/s/stricro02.html
4356,Roger Strickland,1964,1964,"September 4, 1940",/players/s/stricro01.html
4357,John Stroeder,1988,1989,"July 24, 1958",/players/s/stroejo01.html
4358,Derek Strong,1992,2001,"February 9, 1968",/players/s/stronde01.html
4359,Lamont Strothers,1992,1993,"May 10, 1968",/players/s/strotla01.html
4360,John Stroud,1981,1981,"October 29, 1957",/players/s/stroujo01.html
4361,Red Stroud,1968,1968,"May 2, 1941",/players/s/stroure01.html
4362,Max Strus,2020,2023,"March 28, 1996",/players/s/strusma01.html
4363,Rodney Stuckey,2008,2017,"April 21, 1986",/players/s/stuckro01.html
4364,Gene Stump,1948,1950,"August 9, 1925",/players/s/stumpge01.html
4365,Stan Stutz,1947,1949,"April 14, 1920",/players/s/stutzst01.html
4366,Jalen Suggs,2022,2023,"June 3, 2001",/players/s/suggsja01.html
4367,Gary Suiter,1971,1971,"January 18, 1945",/players/s/suitega01.html
4368,Jared Sullinger,2013,2017,"March 4, 1992",/players/s/sullija01.html
4369,DaJuan Summers,2010,2013,"January 24, 1988",/players/s/summeda01.html
4370,Edmond Sumner,2018,2023,"December 31, 1995",/players/s/sumneed01.html
4371,Barry Sumpter,1989,1989,"November 11, 1965",/players/s/sumptba01.html
4372,Don Sunderlage,1954,1955,"December 20, 1929",/players/s/sundedo01.html
4373,Bruno Šundov,1999,2005,"February 10, 1980",/players/s/sundobr01.html
4374,Jon Sundvold,1984,1992,"July 2, 1961",/players/s/sundvjo01.html
4375,Bob Sura,1996,2005,"March 25, 1973",/players/s/surabo01.html
4376,Dick Surhoff,1953,1954,"November 16, 1929",/players/s/surhodi01.html
4377,George Sutor,1968,1970,"September 14, 1943",/players/s/sutorge01.html
4378,Dane Suttle,1984,1985,"August 9, 1961",/players/s/suttlda01.html
4379,Greg Sutton,1992,1996,"December 3, 1967",/players/s/suttogr01.html
4380,Keith Swagerty,1969,1970,"October 30, 1945",/players/s/swageke01.html
4381,Bennie Swain,1959,1959,"December 16, 1933",/players/s/swainbe01.html
4382,Caleb Swanigan,2018,2020,"April 18, 1997",/players/s/swanica01.html
4383,Norm Swanson,1954,1954,"October 4, 1930",/players/s/swansno01.html
4384,Dan Swartz,1963,1963,"December 23, 1934",/players/s/swartda01.html
4385,Mike Sweetney,2004,2007,"October 25, 1982",/players/s/sweetmi01.html
4386,Cole Swider,2023,2023,"May 8, 1999",/players/s/swideco01.html
4387,Robert Swift,2005,2009,"December 3, 1985",/players/s/swiftro01.html
4388,Skeeter Swift,1970,1974,"June 19, 1946",/players/s/swiftsk01.html
4389,Stromile Swift,2001,2009,"November 21, 1979",/players/s/swiftst01.html
4390,Aaron Swinson,1995,1995,"January 9, 1971",/players/s/swinsaa01.html
4391,Craig Sword,2022,2022,"January 16, 1994",/players/s/swordcr01.html
4392,Pape Sy,2011,2011,"April 5, 1988",/players/s/sypa01.html
4393,Buck Sydnor,1947,1947,"September 19, 1921",/players/s/sydnobu01.html
4394,Keifer Sykes,2022,2022,"December 30, 1993",/players/s/sykeske01.html
4395,Larry Sykes,1996,1996,"April 11, 1973",/players/s/sykesla01.html
4396,Brett Szabo,1997,1997,"February 1, 1968",/players/s/szabobr01.html
4397,Wally Szczerbiak,2000,2009,"March 5, 1977",/players/s/szczewa02.html
4398,Walt Szczerbiak,1972,1972,"August 21, 1949",/players/s/szczewa01.html
4399,Žan Tabak,1995,2001,"June 15, 1970",/players/t/tabakza01.html
4400,Yuta Tabuse,2005,2005,"October 5, 1980",/players/t/tabusyu01.html
4401,Chris Taft,2006,2006,"March 10, 1985",/players/t/taftch01.html
4402,Sid Tanenbaum,1948,1949,"October 8, 1925",/players/t/tanensi01.html
4403,Dragan Tarlać,2001,2001,"May 9, 1973",/players/t/tarladr01.html
4404,Roy Tarpley,1987,1995,"November 28, 1964",/players/t/tarplro01.html
4405,Levern Tart,1968,1971,"June 1, 1942",/players/t/tartle01.html
4406,Jae'Sean Tate,2021,2023,"October 28, 1995",/players/t/tateja01.html
4407,Earl Tatum,1977,1980,"July 26, 1953",/players/t/tatumea01.html
4408,Jayson Tatum,2018,2023,"March 3, 1998",/players/t/tatumja01.html
4409,Edy Tavares,2016,2017,"March 22, 1992",/players/t/tavarwa01.html
4410,Anthony Taylor,1989,1989,"November 30, 1965",/players/t/tayloan01.html
4411,Brian Taylor,1973,1982,"June 9, 1951",/players/t/taylobr01.html
4412,Donell Taylor,2006,2007,"July 26, 1982",/players/t/taylodo01.html
4413,Fatty Taylor,1970,1977,"March 13, 1946",/players/t/taylofa01.html
4414,Fred Taylor,1971,1972,"February 5, 1948",/players/t/taylofr01.html
4415,Isaiah Taylor,2017,2018,"July 11, 1994",/players/t/taylois01.html
4416,Jay Taylor,1990,1990,"October 3, 1967",/players/t/tayloja01.html
4417,Jeff Taylor,1983,1987,"January 1, 1960",/players/t/tayloje01.html
4418,Jeff Taylor,2013,2015,"May 23, 1989",/players/t/tayloje03.html
4419,Jermaine Taylor,2010,2011,"December 8, 1986",/players/t/tayloje02.html
4420,Johnny Taylor,1998,2000,"June 4, 1974",/players/t/taylojo01.html
4421,Leonard Taylor,1990,1990,"May 2, 1966",/players/t/taylole01.html
4422,Maurice Taylor,1998,2007,"October 30, 1976",/players/t/tayloma01.html
4423,Mike Taylor,2009,2009,"January 21, 1986",/players/t/taylomi01.html
4424,Ollie Taylor,1971,1974,"March 7, 1947",/players/t/taylool01.html
4425,Ron Taylor,1970,1972,"November 21, 1947",/players/t/tayloro01.html
4426,Terry Taylor,2022,2023,"September 23, 1999",/players/t/taylote01.html
4427,Tyshawn Taylor,2013,2014,"April 12, 1990",/players/t/tayloty01.html
4428,Vince Taylor,1983,1983,"September 11, 1960",/players/t/taylovi01.html
4429,Terry Teagle,1983,1993,"April 10, 1960",/players/t/teaglte01.html
4430,Jeff Teague,2010,2021,"June 10, 1988",/players/t/teaguje01.html
4431,Marquis Teague,2013,2018,"February 28, 1993",/players/t/teaguma01.html
4432,Mirza Teletović,2013,2018,"September 18, 1985",/players/t/teletmi01.html
4433,Sebastian Telfair,2005,2015,"June 9, 1985",/players/t/telfase01.html
4434,Collis Temple,1975,1975,"November 8, 1952",/players/t/templco01.html
4435,Garrett Temple,2010,2023,"May 8, 1986",/players/t/templga01.html
4436,Miloš Teodosić,2018,2019,"March 19, 1987",/players/t/teodomi01.html
4437,Ira Terrell,1977,1979,"June 19, 1954",/players/t/terreir01.html
4438,Jared Terrell,2019,2019,"February 10, 1995",/players/t/terreja01.html
4439,Carlos Terry,1981,1983,"June 22, 1956",/players/t/terryca01.html
4440,Chuck Terry,1973,1977,"September 27, 1950",/players/t/terrych01.html
4441,Claude Terry,1973,1978,"January 12, 1950",/players/t/terrycl01.html
4442,Dalen Terry,2023,2023,"July 12, 2002",/players/t/terryda01.html
4443,Emanuel Terry,2019,2022,"August 21, 1996",/players/t/terryem01.html
